#Counterrotaton_binning_version_1
        3016
       0       0       0       0       0       0       0       0       0       0
      40       0      40      40       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0      40      40
      40      40      40       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0      40      40      40      40      40
      40      40       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0      40      40      40      40      40      40      40      40
       0       0       0       0       0       0       0       0       0       0
      26       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
      40      40      40      40      40      40      40      40       0       0
       0       0       0       0       0      37      37      37      26      26
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0      40      40
      40      40      40      40      40      40      40       0       0       0
       0       0       0      37      37      37      26      26      26       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0      40      40      40      40      40
      40      40      40      40      40       0       0       0       0       0
      37      37      37      37      26      26      26      26       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0      78      78      40      40      40      40      40      40
      40      40      40      40      40       0       0      37      37      37
      37      37      26      26      26      26      26      26       0      24
      24       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
      78      78      78      40      40      40      40      40      40      40
      40      40      37      37      37      37      37      37      37      26
      26      26      26      26      26      26      24      24      24       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0      78      78      78
      78      40      40      40      40      40      40      40      40      40
      37      37      37      37      37      37      37      26      26      26
      26      26      26      26      24      24      24       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0      78      78      78      78      78
      40      40      40      40      40      40      40      37      37      37
      37      37      37      37      37      26      26      26      26      26
      26      26      24      24      24      24       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0      78      78      78      78      78      78      78      40
      40      40      40      40      40      37      37      37      37      37
      37      37      37      26      26      26      26      26      26      24
      24      24      24      24      24      24      25      25      25       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0      78
      78      78      78      78      78      78      78      43      43      43
      43      43      37      37      37      37      37      37      37      37
      37      26      26      26      26      26      26      24      24      24
      24      24      24      25      25      25       0       0     116       0
       0       0     116       0       0       0       0       0       0       0
       0       0       0       0       0       0       0      78      78      78
      78      78      78      78      43      43      43      43      43      43
      43      37      37      37      37      37      37      32      32      32
      26      26      26      26      26      24      24      24      24      24
      25      25      25      25      25     116       0       0       0       0
     116       0       0       0       0       0       0       0       0       0
       0       0       0       0      78      78      78      78      78      78
      78      78      43      43      43      43      43      43      43      37
      37      37      37      37      32      32      32      32      32      26
      26      26      24      24      24      24      24      25      25      25
      25      25     116       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0      78      78      78      78      78      78      78      78      43
      43      43      43      43      43      43      43      43      35      35
      32      32      32      32      32      32      32      32      26      26
      24      24      24      24      25      25      25      25      25      25
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0      78
      78      78      78      78      78      78      43      43      43      43
      43      43      43      43      43      35      35      35      35      32
      32      32      32      32      32      32      17      17      17      24
      24      25      25      25      25      25      25     116       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0      78      78      78
      78      78      78      78      43      43      43      43      43      43
      43      43      43      35      35      35      35      35      33      32
      32      32      32      17      17      17      17      17      25      25
      25      25      25      25     116     116       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0      77      77      77      77      77      77
      77      43      43      43      43      43      43      43      43      41
      41      35      35      35      35      35      33      33      33      30
      27      17      17      17      17      17      20      25      25      25
      25     116     116     116       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0      77      77      77      77      77      77      77      77
      43      43      43      43      43      41      41      41      41      41
      35      35      35      35      33      33      33      30      27      27
      17      17      17      16      20      70      70      70     116     116
     116     116       0       0       0       0       0       0       0       0
     151     151       0       0       0       0       0       0       0       0
      77      77      77      77      77      77      77      77      77      43
      43      43      41      41      41      41      41      41      35      35
      35      35      33      33      30      30      27       9      17      17
      16      20      20      70      70      70      70     116     116     116
     116       0       0       0       0       0       0     151     151       0
       0       0       0       0       0       0       0       0      77      77
      77      77      77      77      77      77      77      77      41      41
      41      41      41      41      41      41      42      35      35      38
      38      34      34      28      11       9       7      10      16      20
      20      70      70      70      70     130     116     116     116     116
     116       0       0     151     151     151     151       0       0       0
       0       0       0       0       0       0      77      77      77      77
      77      77      77      77      77      77      77      41      41      41
      41      41      41      42      42      42      38      38      38      34
      36      29       6       3       7      10      13      18      23      23
      70      70     130     130     130     130     133     133     133     151
     151     151     151     151     151       0       0       0       0       0
       0       0       0       0       0      77      77      77      77      77
      77      77      77      77      77      41      41      41      41      41
      42      42      42      42      44      44      38      39      39      31
       2       3       4       8      13      19      19      98     109     109
     130     130     130     133     133     133     133     151     151     151
     151     151     151     151     151       0       0       0       0       0
       0       0       0      77      77      77      77      77      77      77
      77      77      77      41      41      41      41      51      42      42
      42      42      44      44      47      45      46      48       2       1
       5      12      12      21      73      73     112     112     112     130
     133     133     133     133     133     151     151     151     151     151
     151     151     151       0       0       0       0       0       0       0
       0       0      77      77      77      77      77      77      77      77
      77      77      51      51      51      51      51      51      42      42
      47      47      47      49      50      48      52       1      14      15
      22      72      72     106     115     115     138     138     133     133
     133     133     151     151     151     151     151     151     151     151
     151     151       0       0       0       0       0       0       0       0
       0      77      77      77      77      77      77      77      77      51
      51      51      51      51      51      51      51      54      54      54
      54      53      55      56      57      58      63      67      67      91
      99     110     119     128     138     139     139     133     133     133
     151     151     151     151     151     151     151     151     151     151
     151       0       0       0       0       0       0       0       0      77
      77      77      77      77      77      77      77      51      51      51
      51      51      51      51      51      59      59      59      59      60
      61      62      64      66      66      76      89      96      96     113
     124     124     138     139     139     139     146     146     151     151
     151     151     151     151     151     151     151     151       0       0
       0       0       0       0       0       0       0       0      77      77
      77      77      77      77      77      51      51      51      51      51
      51      51      51      59      59      59      59      65      65      69
      71      74      83      87      87     102     111     121     126     136
     141     141     146     146     146     146     146     151     151     151
     151     151     151     151     151       0       0       0       0       0
       0       0       0       0       0       0      77      77      77      77
      77      77      68      68      68      68      51      51      51      51
      51      59      59      59      65      65      79      80      82      84
      88      93     100     108     108     125     131     131     141     146
     146     146     146     150     150     151     151     151     151     151
     151     151     151     151     151     151       0       0       0       0
       0       0       0       0       0      77      77      77      77      68
      68      68      68      68      68      68      68      68      75      75
      75      75      75      79      81      81      86      90      94     101
     101     117     123     123     137     137     145     147     150     150
     150     150     150     150     151     151     151     151     151     151
     151     151     151     151       0       0       0       0       0       0
       0       0       0       0       0       0      68      68      68      68
      68      68      68      68      68      68      68      75      75      75
      75      75      81      92      92      97     103     107     114     122
     122     134     140     140     147     147     150     150     150     150
     150     150     150     151     151     151     151     152     152     152
     152     152       0       0       0       0       0       0       0       0
       0       0       0       0      68      68      68      68      68      68
      68      68      68      68      68      75      75      75      75      85
      85      95      95     105     105     118     118     127     132     132
     143     143     148     148     150     150     150     150     150     150
     150     152     152     152     152     152     152     152     152     152
     152     152       0       0       0       0       0       0       0       0
       0       0       0      68      68      68      68      68      68      68
      68      68      68      75      75      75      85      85      85      95
      95     105     105     118     129     129     132     142     142     143
     148     148     148     150     150     150     150     150     150     152
     152     152     152     152     152     152     152     152       0       0
       0       0       0       0       0       0       0       0       0       0
       0      68      68      68      68      68      68      68      68      68
      68      68      75      85      85      85      85      95      95     120
     120     120     129     129     129     142     142     143     148     148
     148     148     150     150     150     150     152     152     152     152
     152     152     152     152     152     152     152       0       0       0
       0       0       0       0       0       0       0       0       0       0
      68      68      68      68      68      68      68      68      68      68
      85      85      85      85      85      95     120     120     120     120
     120     129     129     142     142     142     143     148     148     148
     149     149     149     149     152     152     152     152     152     152
     152     152     152     152     152     152       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
      68      68      68      68      68      68      68      68      85      85
      85      85     104     120     120     120     120     120     120     120
     129     142     142     142     143     148     149     149     149     149
     149     149     152     152     152     152     152     152     152     152
     152     152     152     152     152       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
      68      68      68      68      68     104     104     104     104     104
     104     104     120     120     120     120     120     120     135     142
     142     142     142     149     149     149     149     149     149     149
     152     152     152     152     152     152     152     152     152     152
     152     152       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0      68      68
      68      68      68     104     104     104     104     104     104     104
     104     120     120     120     135     135     135     135     135     135
     149     149     149     149     149     149     149     149     149     152
     152     152     152     152     152     152     152     152     152     152
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0      68      68      68      68
     104     104     104     104     104     104     104     104     104     104
     135     135     135     135     135     135     135     144     149     149
     149     149     149     149     149     149     149     152     152     152
     152     152     152     152     152     152     152       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0     104     104       0
       0     104     104     104     104     104     104     104     135     135
     135     135     135     135     135     144     144     149     149     149
     149     149     149     149     149     152     152     152     152     152
     152     152     152     152       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0     104       0       0     104
     104     104     104     104     104     135     135     135     135     135
     135     135     144     144     144     144     149     149     149     149
     149     149     149     152     152     152     152     152     152     152
     152     152     152       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0     104     104     104     104     104
     104     104     104     135     135     135     135     135     135     135
     144     144     144     144     144     149     149     149     149     149
     149     152     152     152     152     152     152     152     152     152
     152     152     152       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0     104     104       0     104     104     104     104
     104     135     135     135     135     135     135     144     144     144
     144     144     144     144     149     149     149     149     149     149
     152     152     152     152     152     152     152     152     152     152
     152       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0     104       0       0     104     104     104     104     135
     135     135     135     135     135     144     144     144     144     144
     144     144     144     149     149     149     149     149     152     152
     152     152     152     152     152     152     152     152     152     152
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0     104     104     104     135     135     135
     135     135     144     144     144     144     144     144     144     144
     144     144     149     149     149     149     152     152     152     152
     152     152     152     152       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0     104     135     135     135     135     135
     144     144     144     144     144     144     144     144     144     144
     144     149     149     149     152     152     152     152     152     152
     152     152       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0     135     135     144     144     144
     144     144     144     144     144     144     144     144     144     144
     149     149     149     152     152     152     152     152     152     152
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0     135     144     144     144     144     144
     144     144     144     144     144     144     144     144     144     149
     149     152     152       0     152     152     152       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0     144     144
     144       0     144     144     144     144     144     144     149     152
     152       0       0     152       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0     144       0       0
     144     144     144     144     144     144       0     152     152       0
       0     152       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0
     144     144       0       0       0       0       0       0       0       0
       0       0       0       0       0       0
